52,67,40,77,67,14,31,77,70,99,52,53,74,96,70,98,33,59,70,84,58,81,69,33,65,35,31,71,6,42,30,32,53,32,72,12,60,5,42,71,70,63,73,96,39,53,35,25,82,42,64,24,68,20,83,53,83,28,86,38,51,32,39,19,28,60,53,77,2,52,29,23,31,12,33,60,75,6,8,9,42,45,80,64,55,20,45,13,35,62,44,73,21,94,36,10,78,29,68,69
20,17,80,74,14,43,4,69,5,51,59,18,61,44,60,35,36,30,7,44,15,61,49,33,5,29,29,64,83,32,92,53,92,57,11,46,60,56,21,58,28,9,76,88,88,95,84,73,69,63,52,12,66,18,44,37,65,86,12,53,58,15,57,95,53,63,39,78,27,30,43,48,77,53,27,34,67,32,64,82,9,75,31,38,82,37,29,50,39,50,37,71,67,34,31,35,53,76,66,92
39,12,72,77,71,53,52,26,100,20,74,31,74,15,64,90,28,31,74,75,28,66,74,27,19,78,55,58,96,24,54,100,4,28,41,98,100,37,70,68,58,83,28,39,39,70,55,19,53,74,56,47,77,40,45,9,62,54,98,67,59,32,27,70,91,74,96,5,28,50,76,23,27,41,30,78,58,26,58,16,70,24,97,30,6,28,4,25,20,50,41,28,95,52,20,76,10,76,61,31
55,63,63,35,53,46,51,70,43,46,53,74,76,78,70,45,29,75,73,91,34,28,49,53,11,72,58,77,3,24,81,69,72,25,83,100,77,69,38,2,48,22,52,38,61,1,29,67,27,42,14,2,41,70,36,38,66,68,17,40,38,75,37,63,5,51,3,65,26,48,82,76,97,15,96,5,50,26,9,60,2,66,100,71,26,62,50,75,29,76,53,13,20,36,58,30,39,14,69,49
70,35,36,26,49,58,46,26,31,64,68,98,6,42,87,79,76,65,58,65,27,4,58,23,51,91,34,41,23,30,59,75,15,56,32,42,32,78,90,28,58,78,52,66,57,42,26,74,34,61,48,82,61,82,45,21,73,29,43,69,45,25,24,35,69,13,98,31,21,60,66,40,28,96,56,24,43,80,66,46,38,5,5,65,67,76,51,8,39,74,57,59,15,24,63,100,39,50,85,45
77,72,37,91,70,94,95,72,13,52,90,96,6,44,29,76,100,26,52,4,62,82,89,78,94,38,45,28,53,80,32,84,1,23,11,61,71,9,58,43,68,27,14,76,36,54,3,81,57,40,54,39,47,90,69,73,66,47,25,74,77,26,95,28,53,91,64,7,86,16,22,38,100,73,72,42,26,86,69,36,47,25,49,79,34,1,5,23,10,49,89,40,68,54,100,24,55,46,70,74
77,61,59,20,49,97,66,43,60,42,4,67,32,66,62,89,34,56,23,43,77,77,51,58,59,63,88,8,36,71,90,62,34,76,95,51,99,2,8,61,36,51,40,32,68,6,35,15,93,29,38,67,41,86,45,47,26,46,72,62,77,75,67,15,78,75,68,91,86,27,97,7,57,92,59,57,20,8,75,91,99,62,66,89,25,76,96,48,52,34,97,75,35,67,39,18,16,69,43,45
15,78,99,75,99,2,39,53,54,90,67,77,57,91,97,27,27,52,47,32,25,89,61,97,44,35,13,68,11,52,19,27,16,48,54,88,96,2,24,72,35,59,68,57,36,49,16,71,90,40,63,93,41,71,57,34,73,60,72,99,64,30,58,75,26,60,90,100,19,12,37,35,50,49,99,60,82,13,47,29,59,40,82,8,41,95,76,74,34,32,24,17,31,70,82,19,38,73,99,40
57,28,41,68,57,16,42,15,28,2,78,49,70,25,69,86,39,50,60,99,72,35,15,86,27,14,45,83,33,49,83,77,59,52,24,58,96,64,9,56,42,10,24,73,71,65,20,75,58,65,91,88,78,56,11,23,65,18,97,21,13,29,94,13,62,13,81,69,9,29,83,59,16,12,57,24,96,83,28,42,43,68,53,12,45,94,76,41,72,19,3,24,7,49,17,91,33,16,40,36
45,75,22,81,44,22,28,67,97,81,80,90,51,42,42,29,44,77,71,80,88,69,17,27,60,34,40,27,76,99,38,79,23,51,20,53,21,49,58,52,26,65,10,73,48,23,70,22,70,7,10,26,87,44,71,64,14,28,50,80,28,2,1,59,8,78,48,28,30,28,36,72,49,34,22,5,51,71,85,39,38,42,98,98,72,2,34,61,61,42,46,0,61,17,34,22,78,98,86,15
