42,55,36,5,34,60,61,90,48,21,96,88,25,75,55,87,50,88,26,64,36,84,49,100,24,40,3,55,72,41,27,43,73,79,22,70,57,11,16,55,16,6,99,99,27,39,9,22,77,48,0,7,23,52,57,98,78,88,42,21,54,46,71,99,89,91,95,13,29,49,35,3,50,9,28,85,35,40,22,57,80,38,90,98,81,14,25,14,24,72,56,36,8,76,36,4,18,18,39,50,41,51,9,95,11,82,88,41,58,22,14,26,64,75,40,66,41,66,7,35,76,62,59,19,58,54,96,81,57,93,36,51,2,55,55,34,66,10,83,26,30,67,3,17,25,87,57,51,11,40,62,32,99,24,20,61,72,5,72,5,94,6,43,66,62,8,14,70,84,18,69,77,38,71,79,85,46,14,54,40,89,91,5,52,76,63,25,72,99,54,93,70,4,55,4,17,74,57,59,41,23,40,66,36,78,8,10,33,80,80,36,4,17,74,28,91,33,67,36,66,96,3,31,96,83,83,62,37,73,16,29,83,42,3,16,59,49,33,56,79,53,17,89,36,51,68,97,99,27,79,36,64,84,59,64,48,17,6,65,57,6,82,37,71,4,25,22,47,19,72,15,93,68,65,49,98,27,82,70,7,76,76,28,43,85,44,89,94,24,18,13,52,29,40,91,79,49,79,51,65,37,9,30,62,72,30,89,3,11,53,71,72,15,58,29,80,99,94,29,82,36,9,15,32,97,52,92,77,72,66,18,20,18,95,19,85,32,62,25,19,68,28,54,73,95,65,52,56,55,50,91,46,24,44,71,35,34,87,93,50,53,56,73,35,66,70,28,43,54,30,92,62,83,92,73,52,4,90,44,58,98,36,58,37,24,10,64,31,34,92,39,39,56,43,80,24,81,2,8,89
83,38,95,90,95,87,31,58,81,24,60,82,18,26,92,32,38,68,92,12,46,3,71,66,70,65,45,33,91,75,93,75,92,83,23,7,34,56,94,2,50,99,35,89,40,55,64,74,29,84,97,41,41,85,54,33,76,32,29,59,23,73,78,48,39,34,92,9,19,39,25,45,56,6,7,65,72,7,99,28,28,60,87,13,17,80,69,42,11,26,24,38,9,87,90,29,76,78,96,36,59,60,44,63,56,25,75,72,21,58,45,68,5,36,4,47,28,73,33,53,33,60,8,32,20,21,48,61,21,29,95,83,25,88,3,32,27,60,12,68,89,96,60,54,85,56,88,99,4,13,34,55,66,4,2,10,31,88,80,86,31,46,55,93,6,4,82,47,74,9,68,10,67,82,72,57,83,44,41,12,44,14,92,26,78,70,23,88,76,92,71,7,43,22,77,74,52,46,7,70,96,68,66,23,96,8,53,41,95,52,26,22,57,1,76,15,37,21,81,69,34,49,26,61,61,32,76,53,46,96,40,38,66,81,54,12,21,31,27,53,38,63,16,75,21,37,67,41,55,80,73,82,88,96,52,83,60,99,2,34,14,60,80,18,60,78,38,82,70,11,78,87,62,61,95,31,79,51,64,89,62,17,66,74,34,45,65,38,43,21,7,63,7,82,3,25,55,94,75,100,74,73,100,97,56,69,46,29,77,92,24,11,20,92,34,56,4,18,14,34,57,61,15,40,79,96,46,26,72,43,91,73,67,70,97,59,21,48,82,47,70,35,78,67,54,12,40,45,88,73,74,6,70,8,21,33,88,74,87,9,85,10,26,56,10,78,73,74,99,59,35,73,20,11,2,93,83,5,48,15,32,30,13,85,97,91,50,42,37,10,32,40,91,7,35,91,17,85,23,2
10,89,79,67,77,41,71,32,23,10,56,41,16,65,28,37,95,72,58,71,92,36,18,41,26,36,19,18,89,62,62,9,86,47,50,84,86,3,25,62,30,23,49,4,14,67,50,27,58,34,69,42,83,87,3,42,48,33,84,60,6,33,61,52,36,64,15,35,92,32,13,31,66,67,66,37,52,11,73,69,73,52,73,22,45,3,6,68,75,56,43,41,82,75,11,32,45,15,32,24,52,70,49,31,11,19,53,34,25,89,44,43,33,64,6,87,34,63,86,94,87,100,25,26,65,14,50,85,95,4,16,52,9,46,45,94,90,50,59,49,16,71,86,91,6,16,83,8,27,19,76,81,70,23,18,92,63,1,24,36,92,8,78,9,25,1,15,66,62,40,39,58,90,99,86,96,69,11,71,11,57,7,48,88,86,32,66,65,56,90,100,85,43,42,38,88,64,0,37,56,49,93,39,10,71,41,95,25,86,34,14,67,36,59,43,7,89,89,6,3,92,91,64,28,99,34,6,20,46,81,55,12,96,25,36,45,51,58,65,61,12,31,92,15,45,98,23,83,54,30,52,28,62,26,34,90,55,62,30,1,91,98,83,23,21,13,15,98,86,79,88,4,86,6,44,91,75,18,42,52,61,43,73,20,57,11,38,44,55,13,26,69,92,46,43,6,29,59,4,13,71,53,75,53,50,32,12,15,38,61,41,59,38,16,70,97,18,34,27,7,55,93,8,45,21,83,12,49,89,68,33,9,48,56,84,9,58,79,3,65,67,30,6,53,15,47,45,10,4,26,39,2,93,21,66,59,70,86,96,5,58,38,17,44,2,64,37,12,8,97,33,23,50,88,56,55,80,64,63,82,55,62,99,64,26,60,79,89,77,92,30,96,24,18,6,85,76,88,95,49
21,24,19,4,87,3,91,64,45,18,66,4,80,54,34,58,54,91,41,48,73,46,31,100,48,75,52,23,92,80,10,90,36,3,70,44,43,22,22,68,73,32,31,75,83,88,4,76,31,79,61,25,29,60,86,63,66,83,5,93,79,44,42,100,58,58,15,43,77,97,59,8,58,19,62,54,19,95,9,69,5,64,75,19,23,87,61,37,7,65,19,2,55,69,56,78,11,96,39,54,54,36,75,45,66,8,47,2,80,62,17,93,85,60,99,86,92,72,15,49,1,10,39,95,23,16,22,24,59,15,51,77,85,56,47,68,34,90,93,83,76,32,5,44,58,79,70,33,24,87,4,89,70,95,95,37,23,37,7,84,72,20,58,99,13,61,53,28,73,82,15,69,28,96,79,12,17,2,45,10,24,71,91,30,96,27,37,31,39,34,69,65,63,22,76,97,23,29,3,86,82,87,18,36,17,69,59,9,40,29,33,5,15,42,35,74,80,99,61,5,66,6,32,79,19,80,43,78,77,15,80,4,72,94,25,71,99,58,85,83,40,88,28,47,27,12,39,22,79,56,38,87,38,85,75,23,54,73,73,82,53,61,11,100,42,16,49,30,10,21,95,4,10,6,92,6,62,27,84,24,70,78,32,37,2,20,96,17,53,73,56,32,46,34,95,92,69,11,65,37,47,12,74,71,27,41,70,85,46,63,73,4,17,75,69,81,21,30,48,90,98,95,4,33,61,12,17,99,46,64,67,55,50,61,16,53,25,44,18,35,13,44,95,9,89,3,44,91,7,69,84,73,21,55,44,32,41,50,73,94,97,19,81,32,39,8,69,56,66,64,10,50,20,62,14,39,100,27,82,79,92,16,36,32,45,82,6,66,75,43,60,61,71,93,71,28,59,6,40,60
16,79,1,78,48,30,74,52,38,25,37,28,30,4,57,24,9,69,48,73,32,71,7,39,76,49,34,63,94,30,70,93,39,92,30,78,30,73,30,43,72,79,88,81,24,97,33,22,17,59,91,99,45,42,46,48,93,73,47,92,17,14,42,73,94,35,18,75,74,12,43,54,98,45,36,88,2,50,23,31,35,66,87,7,8,62,86,75,68,26,9,70,73,82,89,76,37,92,68,27,49,83,99,4,60,86,89,90,11,5,54,18,2,6,40,39,68,5,79,55,48,61,71,18,47,20,46,40,32,30,4,31,29,6,95,8,61,13,94,68,50,80,53,74,43,28,15,82,49,17,73,16,83,43,74,90,63,33,48,34,77,4,100,91,93,68,4,54,54,97,16,89,89,3,90,3,49,35,98,75,57,62,85,4,82,95,19,3,61,37,66,64,24,17,74,80,81,77,44,73,64,94,14,98,61,23,42,83,48,42,56,85,61,99,81,87,31,51,91,99,66,5,59,97,72,47,52,60,17,34,39,33,43,24,57,72,49,19,81,61,58,15,75,14,23,13,94,33,63,76,26,28,84,36,90,66,5,40,47,50,74,44,78,96,15,31,41,66,92,40,27,17,73,20,14,75,91,13,50,69,38,96,22,67,34,20,23,2,97,63,76,91,69,31,12,20,39,92,47,65,89,99,27,10,77,85,87,15,44,97,18,2,82,52,98,2,55,95,77,88,72,27,65,76,84,25,13,75,77,50,45,91,28,84,52,51,2,75,7,28,55,33,29,92,87,3,41,6,8,88,16,96,65,16,70,65,86,54,99,41,65,5,97,4,90,32,8,91,46,36,57,38,44,85,71,75,60,56,65,68,2,43,44,48,53,88,14,15,13,6,44,33,98,23,2,59,4,20,81,8
12,46,73,69,62,88,98,33,38,7,41,75,53,50,33,99,82,88,51,52,98,98,42,97,76,8,33,63,65,14,91,43,84,34,9,24,61,46,8,27,7,91,96,51,36,46,59,5,68,16,97,55,37,28,52,91,43,81,80,37,56,41,69,39,78,65,9,66,90,85,50,61,26,50,41,32,50,70,22,10,80,29,76,27,72,61,57,82,2,92,25,76,30,63,5,86,40,35,65,39,80,33,93,28,70,16,55,11,89,99,75,11,58,82,54,35,67,9,49,82,73,72,25,58,93,82,69,57,10,34,24,64,60,44,18,26,67,56,2,76,28,77,29,8,22,8,15,33,66,48,82,98,69,64,26,66,61,88,98,10,33,18,42,8,3,13,83,48,50,30,58,95,48,25,26,17,94,35,37,55,83,32,40,73,75,19,88,95,2,94,54,70,93,49,81,79,8,23,52,11,18,69,76,12,99,55,37,22,80,52,16,92,25,80,35,85,36,45,98,23,10,9,57,96,42,100,49,6,20,92,100,44,99,8,89,35,88,8,19,88,53,99,76,39,47,14,18,89,49,86,21,32,14,54,79,10,90,71,94,32,65,98,44,23,79,91,25,40,5,87,58,26,2,56,35,23,86,39,62,30,22,44,58,25,16,15,22,13,58,67,81,49,43,49,69,10,30,87,2,53,22,37,16,52,80,73,6,52,43,49,69,78,81,86,46,0,14,34,49,72,77,98,27,92,78,44,13,90,50,67,23,63,44,96,67,4,73,72,51,52,23,34,91,94,89,4,100,20,62,38,1,87,66,37,70,30,72,64,83,69,69,2,79,9,74,55,82,61,10,73,81,60,33,18,29,78,26,39,4,94,54,17,78,38,90,91,39,60,31,13,25,56,90,19,69,37,17,87,53,5
44,10,93,76,96,93,40,30,21,26,39,47,97,71,86,93,100,43,23,5,74,42,88,20,67,71,97,3,23,40,22,49,85,38,59,47,54,40,31,98,44,40,24,54,16,67,13,66,18,46,28,59,29,64,76,22,66,31,42,73,54,88,46,50,93,35,8,80,55,81,59,3,8,23,83,65,39,75,67,31,79,49,81,88,8,2,61,79,100,81,31,79,90,4,20,90,74,26,6,26,18,32,60,78,75,59,21,90,21,92,92,22,93,16,83,27,66,40,18,96,14,38,13,80,63,43,20,41,94,19,80,96,34,39,42,56,74,28,33,29,43,60,46,11,50,78,55,36,95,47,84,80,30,23,65,70,27,34,31,3,89,58,82,54,57,7,5,12,72,60,70,8,47,64,12,57,93,85,25,50,48,52,34,35,46,58,55,82,9,52,75,17,39,83,58,23,59,4,77,40,9,13,0,65,58,37,60,36,38,32,73,37,97,49,76,17,54,75,47,7,97,30,24,59,54,68,3,44,85,28,16,17,82,60,47,87,83,82,96,46,71,40,57,3,24,53,70,39,1,81,49,53,3,63,78,9,55,52,22,32,86,97,46,73,48,90,3,98,44,98,82,85,29,14,88,100,42,28,67,35,18,45,57,63,17,0,66,92,76,54,20,33,33,72,99,7,25,83,7,4,98,41,6,15,61,95,8,89,55,23,12,53,4,49,45,78,91,69,9,5,18,93,8,38,62,92,83,66,7,79,44,78,83,72,50,42,76,54,58,95,45,78,28,82,17,48,4,59,47,2,66,7,60,73,35,41,8,72,25,8,30,32,71,61,100,99,7,29,66,17,84,77,92,40,61,100,71,97,69,2,88,41,41,49,28,27,77,7,16,62,73,40,57,64,98,53,37,100,77,33
79,82,4,37,84,99,49,99,51,96,45,13,19,36,66,27,27,39,23,84,89,78,80,80,9,90,11,11,2,96,34,70,99,40,7,41,99,20,63,86,18,89,83,78,68,77,94,55,23,15,40,74,15,35,53,48,10,56,90,97,66,49,14,4,39,50,52,81,29,24,65,16,38,86,39,41,81,31,29,68,37,23,7,46,28,11,18,36,41,85,29,82,72,14,11,18,34,98,67,98,79,38,36,41,60,46,95,75,2,90,11,59,99,57,23,8,58,0,69,47,47,100,86,90,85,72,17,56,98,4,32,5,8,52,83,48,58,77,9,62,82,92,80,79,3,49,26,81,100,14,17,16,6,48,49,59,15,2,57,90,90,44,70,51,44,58,49,64,23,91,70,71,37,52,9,29,28,2,94,20,81,58,29,60,52,43,75,39,82,40,14,27,29,55,73,53,89,75,14,40,19,85,96,40,11,44,49,11,60,92,57,37,0,10,75,49,10,77,45,54,64,86,61,68,31,24,29,68,48,67,97,67,46,78,31,9,97,32,12,74,26,29,85,80,53,79,100,5,87,86,49,5,23,92,69,24,34,12,45,70,2,55,96,10,58,64,25,48,28,17,54,19,33,30,40,10,44,57,68,80,71,42,75,35,61,41,88,31,6,93,13,30,54,52,83,24,42,30,26,48,7,44,96,48,21,9,61,30,75,57,68,59,82,49,92,32,70,14,44,58,34,93,18,45,13,8,26,45,50,40,7,56,60,88,49,73,61,35,95,66,71,96,52,87,95,54,70,51,4,3,6,37,45,53,46,17,62,27,88,10,46,76,85,13,36,82,27,63,25,45,36,1,84,10,35,30,56,31,11,70,38,99,22,21,16,55,92,44,50,81,83,46,58,51,52,44,29,81,61,12
57,30,93,3,39,63,65,3,13,68,10,61,16,40,36,61,100,11,100,45,31,65,12,50,30,81,27,97,85,19,53,87,47,75,61,71,98,89,23,80,54,22,72,53,15,20,62,74,20,14,59,4,74,31,11,26,96,28,77,93,46,51,31,50,78,77,85,60,26,35,79,31,5,95,16,55,11,67,83,20,92,9,41,54,11,75,34,15,100,41,69,12,23,90,91,61,63,64,75,31,67,30,30,35,27,60,83,75,14,87,74,24,90,70,87,69,13,53,40,95,31,84,68,94,98,28,49,93,2,34,61,84,79,47,55,69,34,64,29,37,95,12,40,60,96,98,79,52,57,36,8,60,9,59,37,88,20,44,71,100,88,58,93,3,25,59,31,20,60,92,76,65,91,75,78,14,66,31,74,29,71,62,72,19,37,100,80,95,77,9,57,34,34,47,35,46,68,80,40,28,31,36,96,45,91,85,57,84,97,60,13,45,61,70,26,30,7,85,25,78,94,26,72,56,89,30,66,45,36,95,27,13,57,90,97,64,10,83,71,46,19,31,43,59,19,23,1,4,58,55,9,54,28,3,23,68,82,100,8,49,78,79,82,4,68,56,4,79,41,92,8,45,70,79,26,37,74,76,56,92,3,1,54,7,36,25,68,19,7,76,13,24,45,57,52,27,18,7,81,53,96,54,43,23,55,8,89,7,60,25,46,44,5,67,39,88,78,64,43,95,76,17,40,47,14,99,66,42,94,71,61,31,23,5,2,63,35,63,33,57,81,7,12,93,15,59,76,24,57,16,12,30,24,68,81,20,30,14,27,75,25,33,46,76,57,41,42,72,2,27,71,34,54,18,77,70,66,77,60,26,79,93,28,86,79,3,75,7,98,15,81,13,65,87,35,54,61,24,4,71
40,25,76,54,27,48,87,93,79,10,40,49,18,97,30,84,81,94,27,99,47,44,57,38,67,17,18,17,88,24,37,84,7,50,13,50,46,33,43,37,66,36,68,59,38,26,44,30,65,43,10,18,24,72,17,79,25,80,34,94,39,100,92,88,65,96,74,86,89,3,30,19,56,98,48,84,73,34,63,42,99,67,80,71,83,87,39,41,21,17,70,77,90,27,86,44,27,11,51,59,91,71,97,26,15,36,34,44,64,70,99,94,81,58,67,64,47,38,14,66,34,9,44,15,13,99,84,57,55,55,65,9,52,12,22,6,33,88,65,54,3,55,100,34,93,61,73,5,6,46,12,66,91,67,55,2,76,84,52,11,72,36,76,87,74,25,80,87,68,0,5,2,93,4,89,87,65,96,14,28,94,67,72,82,53,73,7,23,72,14,89,76,73,97,5,60,83,90,53,39,37,7,23,61,52,36,27,21,93,68,4,93,11,94,61,25,79,36,91,53,87,58,65,2,51,74,83,31,38,63,90,32,31,17,68,18,37,66,86,59,70,28,87,64,57,43,51,38,24,21,59,46,49,41,87,29,82,13,14,51,59,5,53,55,30,25,88,39,67,48,9,46,65,95,15,65,22,31,69,84,22,84,42,90,4,3,37,29,12,60,68,42,57,6,69,32,68,74,4,48,13,95,74,63,25,54,65,5,42,40,70,67,97,69,65,6,85,88,30,22,52,55,24,60,84,50,66,33,24,94,14,52,82,96,39,49,21,57,10,97,94,31,72,25,69,31,56,43,58,37,83,72,88,94,68,17,16,58,73,57,52,96,54,16,81,72,98,63,59,93,81,78,25,27,66,45,67,4,100,95,93,48,69,8,42,13,21,9,23,82,34,89,34,85,52,44,10,14,69,18
