52,89,40,77,89,14,9,77,92,87,52,53,96,96,92,66,33,81,82,84,36,81,47,65,87,35,31,71,6,20,8,20,85,64,50,12,28,5,30,83,70,63,85,96,71,53,35,25,70,64,32,46,68,20,61,53,61,28,86,16,51,32,39,19,28,82,31,99,2,30,7,23,53,12,55,60,75,6,8,9,42,45,80,42,77,42,45,13,57,62,66,73,21,94,36,10,100,29,36,69
20,17,80,86,14,43,4,69,5,29,59,18,61,22,82,35,36,8,7,32,15,93,37,33,27,17,17,64,83,32,70,53,92,69,43,46,60,34,43,58,16,9,54,76,56,95,52,85,91,63,64,34,88,40,32,59,43,86,44,21,58,37,35,95,53,63,39,66,27,30,31,48,99,53,15,34,35,32,64,82,9,63,31,38,82,25,51,38,27,18,25,49,89,34,9,57,41,76,88,92
17,44,50,77,71,31,74,26,100,20,96,31,96,15,86,90,50,9,96,97,16,98,74,5,51,100,23,36,96,2,22,100,4,60,9,76,100,69,48,68,36,61,16,39,27,70,55,51,53,96,56,47,55,8,45,9,74,86,98,67,81,10,49,92,91,86,96,5,28,28,76,23,39,73,8,56,80,14,58,16,70,36,75,52,6,28,26,3,20,18,63,50,95,52,42,98,22,76,39,31
55,63,85,35,21,46,51,70,21,24,53,96,76,90,70,23,29,87,95,91,2,50,27,53,11,60,36,99,3,24,81,69,72,25,51,100,77,69,38,2,48,22,84,70,61,23,51,89,5,20,14,2,19,70,36,38,44,68,17,40,38,97,37,63,27,51,3,65,4,80,82,98,97,15,96,5,38,14,31,48,34,88,88,71,58,62,50,75,17,76,85,13,20,48,70,30,7,46,47,49
70,13,24,26,49,80,14,48,31,42,36,98,28,20,65,47,98,87,36,65,49,4,70,23,19,91,34,41,23,52,59,97,15,56,32,64,32,78,90,6,80,78,52,88,79,20,26,74,34,49,26,50,83,82,77,21,51,7,43,69,77,3,12,57,91,35,98,19,21,60,88,40,6,96,34,2,75,80,66,68,38,5,5,87,89,76,51,20,39,86,57,71,15,24,63,88,17,50,85,57
99,72,15,91,70,94,95,50,45,20,90,96,6,44,51,76,100,4,52,16,40,70,89,78,94,16,57,50,21,80,54,62,13,45,33,83,49,9,58,65,68,15,14,54,24,76,25,81,79,40,54,7,69,90,91,85,66,25,37,52,55,14,95,28,53,79,64,7,64,16,44,38,68,73,40,20,26,86,81,14,59,25,71,79,56,23,5,35,10,49,89,40,68,32,100,24,77,78,82,74
77,83,59,20,49,97,66,21,82,42,4,67,32,44,40,89,34,56,23,21,45,99,51,58,81,63,88,20,4,49,90,62,34,98,83,63,99,24,8,39,14,29,18,64,68,6,35,15,93,29,38,35,41,86,45,59,26,46,72,62,89,53,67,15,78,43,90,69,86,27,97,19,57,92,59,35,20,8,97,91,99,62,88,77,3,54,96,26,52,56,75,75,67,99,39,40,16,91,21,45
37,78,99,75,87,2,39,53,54,90,89,77,57,59,97,27,5,52,69,54,25,89,73,75,44,57,13,68,23,30,41,5,16,70,54,56,96,24,2,72,35,81,68,79,36,27,16,39,90,40,63,71,41,71,57,34,95,60,94,99,76,30,58,75,26,60,90,100,41,12,37,23,62,27,77,60,50,13,47,17,81,40,82,30,41,73,76,86,34,10,24,17,31,48,60,19,38,73,99,28
79,6,9,90,57,16,64,15,50,2,78,27,92,25,69,86,39,50,38,99,72,23,15,86,27,26,67,83,55,27,83,65,81,52,12,58,64,86,9,44,20,42,2,61,93,43,20,97,58,87,91,88,90,56,33,23,87,18,75,21,13,7,72,35,94,35,69,37,9,29,83,37,38,34,35,46,96,83,60,42,65,68,31,24,45,62,76,41,84,19,3,46,7,61,17,79,55,16,52,14
23,75,22,81,44,22,28,67,75,81,58,68,29,42,20,61,22,99,93,80,76,69,17,49,60,12,40,5,76,99,16,79,23,73,20,53,21,49,90,74,26,65,32,73,70,23,70,22,70,29,10,4,87,66,71,64,14,28,72,80,28,2,23,81,8,56,48,28,30,28,36,94,49,34,54,5,29,93,63,17,60,42,66,76,94,2,34,93,61,64,46,22,73,39,2,22,100,98,86,15
