52,65,40,77,65,14,33,77,68,53,52,53,72,96,68,52,33,57,68,84,60,81,23,79,63,35,31,71,6,44,32,34,51,78,74,12,62,5,44,69,70,63,71,96,85,53,35,25,36,88,18,70,68,20,85,53,85,28,86,40,51,32,39,19,28,58,55,75,2,54,31,23,77,12,31,60,75,6,8,9,42,45,80,66,53,66,45,13,81,62,42,73,21,94,36,10,76,29,22,69
20,17,80,72,14,43,4,69,5,5,59,18,61,46,58,35,36,32,7,46,15,59,3,33,3,31,31,64,83,32,46,53,92,55,57,46,60,10,67,58,30,9,30,90,90,95,86,71,67,63,98,10,64,64,46,83,67,86,58,7,58,13,59,95,53,63,39,32,27,30,45,48,75,53,29,34,69,32,64,82,9,29,31,38,82,39,75,52,41,4,39,73,65,34,33,33,55,76,64,92
41,10,74,77,71,55,50,26,100,20,72,31,72,15,62,90,74,33,72,73,30,64,74,29,17,76,57,12,96,26,56,100,4,74,43,52,100,35,72,68,12,85,30,39,41,70,55,17,53,72,56,47,31,42,45,9,60,52,98,67,57,34,73,68,91,72,96,5,28,52,76,23,25,39,32,32,56,28,58,16,70,22,51,28,6,28,50,27,20,4,39,26,95,52,66,74,56,76,63,31
55,63,61,35,55,46,51,70,45,0,53,72,76,76,70,47,29,73,71,91,36,26,3,53,11,74,12,75,3,24,81,69,72,25,85,100,77,69,38,2,48,22,98,36,61,47,75,65,29,44,14,2,43,70,36,38,68,68,17,40,38,73,37,63,3,51,3,65,28,94,82,74,97,15,96,5,52,28,7,14,0,64,54,71,24,62,50,75,31,76,51,13,20,82,56,30,41,60,71,49
70,37,38,26,49,56,48,72,31,66,70,98,4,44,41,33,74,63,60,65,25,4,56,23,5,91,34,41,23,28,59,73,15,56,32,88,32,78,90,30,56,78,52,64,55,44,26,74,34,15,2,84,59,82,91,21,75,31,43,69,43,27,26,33,67,59,98,33,21,60,64,40,30,96,58,26,89,80,66,44,38,5,5,63,65,76,51,6,39,72,57,57,15,24,63,54,41,50,85,91
75,72,39,91,70,94,95,74,59,54,90,96,6,44,27,76,100,28,52,2,16,36,89,78,94,40,91,26,55,80,78,38,47,21,9,59,25,9,58,89,68,29,14,78,38,100,49,81,55,40,54,41,93,90,67,71,66,49,71,28,79,28,95,28,53,93,64,7,40,16,20,38,54,73,26,44,26,86,67,38,45,25,47,79,32,47,5,69,10,49,89,40,68,8,100,24,53,92,68,74
77,59,59,20,49,97,66,45,58,42,4,67,32,68,16,89,34,56,23,45,31,75,51,58,57,63,88,6,38,25,90,62,34,74,97,49,99,0,8,63,38,5,42,78,68,6,35,15,93,29,38,69,41,86,45,93,26,46,72,62,75,29,67,15,78,77,66,45,86,27,97,5,57,92,59,11,20,8,73,91,99,62,64,91,27,78,96,2,52,32,99,75,81,65,39,64,16,67,45,45
61,78,99,75,53,2,39,53,54,90,65,77,57,93,97,27,29,52,93,30,25,89,59,51,44,81,13,68,9,6,65,29,16,94,54,42,96,0,26,72,35,57,68,55,36,3,16,73,90,40,63,95,41,71,57,34,71,60,70,99,62,30,58,75,26,60,90,100,17,12,37,37,48,3,53,60,36,13,47,31,57,40,82,6,41,49,76,72,34,34,24,17,31,72,84,19,38,73,99,42
55,30,43,66,57,16,40,15,74,2,78,3,68,25,69,86,39,50,62,99,72,37,15,86,27,12,91,83,79,51,83,31,57,52,26,58,98,62,9,58,44,56,26,75,69,19,20,73,58,63,91,88,76,56,9,23,63,18,99,21,13,31,48,11,60,59,35,23,9,29,83,13,62,10,11,22,96,83,74,42,41,68,55,10,45,96,76,41,70,19,3,22,7,95,17,93,79,16,38,38
47,75,22,81,44,22,28,67,99,81,82,44,5,42,44,27,46,75,69,80,90,69,17,25,60,36,40,29,76,99,40,79,23,49,20,53,21,49,56,98,26,65,56,73,46,23,70,22,70,53,10,28,87,90,71,64,14,28,96,80,28,2,47,57,8,32,48,28,30,28,36,70,49,34,20,5,5,69,87,41,84,42,52,100,70,2,34,59,61,88,46,46,59,63,36,22,76,98,86,15
