52,89,40,77,89,14,9,77,92,47,52,53,96,96,62,46,33,81,62,84,6,81,17,85,87,35,31,71,6,50,8,40,45,24,50,12,68,5,50,63,70,63,65,96,31,53,35,25,30,34,72,76,68,20,31,53,61,28,86,16,51,32,39,19,28,52,31,99,2,30,7,23,23,12,55,60,75,6,8,9,42,45,80,72,77,42,45,13,57,62,96,73,21,94,36,10,100,29,76,69
20,17,80,66,14,43,4,69,5,29,59,18,61,22,82,35,36,8,7,52,15,53,57,33,27,37,37,64,83,32,70,53,92,49,63,46,60,34,43,58,36,9,54,96,36,95,92,65,91,63,44,4,58,40,52,89,13,86,64,1,58,37,5,95,53,63,39,26,27,30,51,48,69,53,35,34,75,32,64,82,9,23,31,38,82,45,51,58,47,58,45,49,89,34,9,57,61,76,88,92
47,64,50,77,71,31,74,26,100,20,96,31,66,15,86,90,50,39,96,97,36,58,74,5,11,100,63,36,96,32,62,100,4,20,49,76,100,89,48,68,36,61,36,39,47,70,55,11,53,96,56,47,55,48,45,9,54,46,98,67,81,40,49,62,91,66,96,5,28,28,76,23,19,33,38,56,50,34,58,16,70,76,75,22,6,28,56,3,20,58,63,50,95,52,72,68,62,76,39,31
55,63,85,35,1,46,51,70,21,24,53,66,76,70,70,23,29,67,65,91,42,80,27,53,11,80,6,99,3,24,81,69,72,25,91,100,77,69,38,2,48,22,44,30,61,23,51,59,5,20,14,2,19,70,36,38,74,68,17,40,38,97,37,63,27,51,3,65,4,40,82,98,97,15,96,5,58,34,61,8,54,88,48,71,78,62,50,75,37,76,45,13,20,88,50,30,47,6,47,49
70,13,44,26,49,80,54,18,31,12,16,98,58,20,65,87,98,87,36,65,19,4,50,23,59,91,34,41,23,52,59,97,15,56,32,64,32,78,90,6,50,78,52,88,49,50,26,74,34,69,26,90,83,82,97,21,51,7,43,69,97,33,32,27,91,35,98,39,21,60,88,40,6,96,34,2,35,80,66,98,38,5,5,87,59,76,51,0,39,66,57,51,15,24,63,48,47,50,85,97
99,72,15,91,70,94,95,50,5,60,90,96,6,44,81,76,100,4,52,56,40,90,89,78,94,46,37,50,61,80,54,62,53,75,33,83,79,9,58,95,68,35,14,84,44,76,25,81,49,40,54,47,69,90,91,65,66,25,17,52,55,34,95,28,53,39,64,7,64,16,44,38,48,73,20,20,26,86,61,14,99,25,71,79,56,53,5,15,10,49,89,40,68,62,100,24,77,38,62,74
77,83,59,20,49,97,66,21,82,42,4,67,32,44,10,89,34,56,23,21,25,99,51,58,51,63,88,60,44,79,90,62,34,68,43,43,99,54,8,39,44,59,48,84,68,6,35,15,93,29,38,15,41,86,45,39,26,46,72,62,69,53,67,15,78,83,90,69,86,27,97,59,57,92,59,65,20,8,97,91,99,62,88,37,33,84,96,56,52,56,75,75,27,59,39,40,16,91,21,45
67,78,99,75,47,2,39,53,54,90,89,77,57,99,97,27,5,52,69,84,25,89,53,75,44,27,13,68,63,0,41,5,16,100,54,96,96,54,2,72,35,81,68,49,36,27,16,19,90,40,63,71,41,71,57,34,95,60,94,99,56,30,58,75,26,60,90,100,41,12,37,43,42,27,77,60,30,13,47,37,81,40,82,0,41,43,76,66,34,10,24,17,31,48,30,19,38,73,99,48
49,6,49,60,57,16,64,15,80,2,78,57,92,25,69,86,39,50,38,99,72,43,15,86,27,66,67,83,55,57,83,85,81,52,32,58,44,56,9,4,20,2,32,21,63,13,20,97,58,87,91,88,70,56,33,23,87,18,75,21,13,37,72,35,54,65,29,77,9,29,83,37,38,34,65,46,96,83,20,42,65,68,1,4,45,42,76,41,64,19,3,46,7,41,17,39,25,16,32,14
23,75,22,81,44,22,28,67,45,81,58,68,29,42,50,21,52,99,93,80,96,69,17,49,60,12,40,5,76,99,46,79,23,43,20,53,21,49,50,74,26,65,32,73,40,23,70,22,70,59,10,4,87,66,71,64,14,28,42,80,28,2,53,51,8,56,48,28,30,28,36,64,49,34,14,5,29,93,63,47,30,42,46,46,94,2,34,53,61,34,46,22,53,39,42,22,100,98,86,15
95,17,59,12,71,83,12,85,40,20,17,22,96,4,45,22,16,50,2,57,6,73,42,55,11,28,95,15,60,32,82,73,57,65,46,58,100,35,22,72,9,89,94,59,65,59,55,49,79,32,23,31,57,23,70,55,79,4,83,39,47,26,25,36,71,58,95,50,9,58,7,38,6,55,68,18,48,84,49,61,67,22,41,72,58,67,87,40,84,44,36,63,59,15,42,59,47,42,70,14
53,56,30,47,55,98,46,84,36,54,98,41,4,42,76,89,77,85,43,22,63,48,94,79,53,8,21,50,17,65,84,57,57,47,79,47,77,4,70,39,41,51,94,9,79,37,83,25,46,70,6,58,36,38,75,6,19,40,38,72,13,84,52,60,43,32,48,50,14,48,45,43,34,62,61,61,56,30,49,58,60,43,27,53,41,67,67,50,3,66,23,45,5,80,14,22,51,28,16,79
100,35,22,34,22,16,53,83,5,7,37,6,87,32,88,82,87,78,87,16,18,86,34,8,45,30,69,81,91,94,79,60,95,59,61,51,72,48,40,39,35,50,90,56,5,35,11,67,8,40,42,45,10,16,55,77,50,30,9,68,71,41,5,43,62,45,87,35,55,68,5,39,80,97,95,67,98,14,99,54,24,44,98,78,91,70,47,44,11,97,74,87,83,47,42,19,34,52,7,80
3,58,22,83,14,72,55,82,96,100,70,39,53,39,38,100,80,19,32,51,59,6,56,24,59,76,34,85,64,46,4,68,40,60,58,79,95,24,64,10,39,94,60,53,30,87,73,58,94,43,58,57,94,44,75,26,39,58,34,50,37,32,80,70,4,80,66,40,9,19,81,32,7,67,65,68,70,43,34,52,53,64,45,23,69,5,54,92,69,77,50,90,33,50,90,49,95,9,85,87
62,2,63,90,67,92,4,37,15,42,50,11,65,9,53,23,24,32,33,29,88,7,51,37,100,54,94,60,44,11,99,49,83,21,79,56,19,82,72,50,81,14,0,78,90,77,28,52,92,100,55,89,13,53,1,97,63,7,58,15,22,14,44,87,79,13,30,49,51,50,2,31,48,83,24,56,12,39,3,41,27,11,99,66,17,65,7,87,85,10,24,79,94,51,54,32,38,61,55,50
50,16,44,46,20,79,74,60,92,46,69,36,62,39,77,2,49,55,71,82,73,53,17,24,82,43,86,53,6,36,28,73,78,92,55,50,56,61,69,8,42,44,29,46,85,61,27,35,90,27,99,47,79,13,57,74,60,80,88,66,6,26,28,44,5,20,4,53,59,32,2,35,88,12,32,59,71,60,66,45,34,89,4,97,63,36,87,92,47,44,65,10,26,59,59,60,96,36,11,46
9,40,96,14,87,53,42,60,18,76,54,19,30,84,26,66,49,63,53,31,73,61,80,2,33,81,57,18,44,29,2,73,19,45,35,92,100,85,45,79,51,23,45,34,70,64,9,70,48,42,6,69,11,23,60,98,49,66,28,32,69,43,96,79,42,6,51,37,24,67,55,45,79,48,58,0,82,81,27,63,99,33,70,80,54,39,10,7,59,69,30,15,84,32,70,84,68,23,70,73
33,42,100,7,58,74,27,70,17,69,64,47,45,89,8,11,41,81,45,48,27,78,100,45,70,34,43,37,96,81,36,32,75,52,28,85,4,62,47,90,53,38,75,68,28,73,46,86,23,76,28,51,21,59,35,24,97,6,21,10,16,42,61,43,84,55,99,87,54,76,15,3,59,27,43,6,58,7,83,31,55,92,20,56,23,35,97,30,40,0,60,26,94,35,36,18,51,36,63,51
25,74,10,27,33,36,55,72,78,48,87,42,55,70,91,68,84,64,78,57,12,57,31,88,50,7,20,39,13,14,13,56,96,87,69,74,19,95,36,25,88,73,59,82,14,39,74,45,48,58,21,2,48,86,23,89,3,91,88,54,80,48,73,77,71,30,12,8,54,71,56,18,32,73,87,71,67,94,56,79,2,89,15,76,39,87,98,13,52,38,86,66,66,27,53,69,30,14,78,58
20,59,34,73,4,70,55,58,55,26,21,68,6,37,63,51,69,32,80,97,59,9,65,24,14,34,12,31,93,86,90,31,19,40,56,78,7,45,33,54,27,96,93,67,68,50,42,66,24,41,89,52,15,37,9,23,43,68,55,87,3,87,12,73,45,26,56,12,49,72,44,62,44,74,61,19,71,61,63,16,76,26,74,70,41,17,56,99,48,91,94,40,97,90,32,32,72,41,94,97
48,83,50,42,57,89,54,100,36,48,3,19,78,63,91,21,61,66,27,30,58,41,41,54,58,34,63,68,48,44,36,52,48,58,89,91,38,40,57,87,67,49,20,5,45,61,25,44,7,41,24,29,80,9,87,28,50,26,88,57,54,90,72,39,33,32,36,64,5,52,67,27,33,23,8,64,55,49,72,47,23,56,7,52,49,72,11,4,80,98,66,39,59,80,77,4,64,76,9,85
22,10,72,69,47,66,71,19,81,68,12,52,85,92,37,2,52,100,56,13,62,42,73,93,75,100,27,28,46,49,71,54,9,91,51,100,83,58,58,98,81,36,26,94,100,20,59,28,94,34,79,20,53,57,64,41,2,68,7,99,52,53,37,78,32,87,60,53,69,26,12,12,54,69,8,64,33,54,33,6,62,57,63,66,38,71,59,18,15,44,96,98,56,7,50,55,55,38,2,40
23,48,17,4,75,98,59,61,77,12,15,94,33,37,77,21,59,13,4,26,51,54,97,11,68,30,87,23,34,11,38,73,39,33,45,54,69,45,80,61,61,49,55,46,49,56,8,57,36,56,54,58,60,59,39,38,19,81,84,49,74,57,34,0,20,21,94,25,70,12,59,21,76,37,17,14,23,78,18,68,17,13,81,80,86,55,97,42,40,90,65,85,38,11,52,23,79,66,24,46
23,84,95,47,95,45,15,22,81,85,45,42,65,72,16,33,84,97,68,31,9,35,39,57,59,92,3,58,61,98,50,89,80,97,6,41,62,65,99,99,80,77,6,22,81,29,42,64,19,48,48,24,98,76,68,2,19,24,72,40,53,42,26,42,51,94,19,25,27,7,28,6,19,54,72,71,44,49,82,35,73,21,73,5,49,87,85,92,3,8,43,64,24,3,57,56,20,7,45,54
55,68,44,41,68,64,37,6,99,74,4,82,74,58,64,12,80,56,52,28,11,32,30,73,5,16,20,36,79,99,21,3,100,15,61,68,61,15,8,56,46,92,13,33,11,34,25,73,19,93,65,31,83,54,38,3,88,47,52,82,74,86,75,27,56,82,13,33,55,27,52,80,59,62,35,98,94,80,35,97,82,62,7,40,57,78,60,10,32,79,39,73,70,98,78,69,13,63,97,53
81,46,35,49,94,13,12,17,16,59,46,85,63,45,44,12,54,66,61,95,34,49,14,85,83,37,71,80,53,35,2,97,53,74,76,56,83,2,99,57,68,44,11,4,53,60,67,16,4,67,57,54,8,58,84,12,74,40,77,57,13,88,60,35,73,21,59,56,54,71,67,60,69,51,43,65,13,24,47,9,67,6,37,96,82,86,28,58,43,67,66,91,21,13,77,15,76,8,25,39
96,79,38,70,53,21,52,53,52,75,20,85,30,63,42,35,40,38,45,40,51,21,14,66,84,38,52,44,33,24,48,51,44,28,52,44,57,73,34,90,15,57,61,53,64,95,49,41,61,95,43,80,31,99,52,58,47,45,37,46,55,5,47,77,55,25,54,39,96,33,63,41,12,40,13,85,40,37,65,30,49,17,68,60,68,69,68,34,72,34,37,44,19,37,47,23,13,13,90,24
72,87,54,55,56,5,68,51,9,51,54,7,57,69,41,66,55,20,54,76,90,67,76,60,94,67,11,87,87,87,45,89,86,82,49,58,38,50,97,5,32,56,5,49,79,100,62,48,47,61,63,34,22,81,37,56,85,59,41,35,59,19,4,46,84,81,64,38,78,70,53,40,79,33,98,74,19,25,24,72,3,87,86,3,37,32,50,61,91,87,40,94,69,41,86,81,12,63,40,58
19,34,80,40,56,55,48,84,2,100,68,73,18,50,54,26,49,49,44,17,65,78,23,33,79,27,54,89,92,33,81,62,38,13,12,34,52,97,27,50,63,43,43,66,57,84,78,0,59,67,40,12,92,45,40,40,14,100,33,21,59,56,22,81,80,39,42,45,62,67,67,55,49,52,2,83,46,18,44,76,12,82,100,25,81,42,7,30,38,44,37,23,44,33,100,44,37,58,71,39
21,32,79,73,14,34,17,67,23,73,83,53,4,90,83,94,90,43,58,44,38,35,36,12,56,13,36,81,61,93,7,54,61,70,11,10,67,33,22,29,94,30,30,79,33,79,13,14,29,53,24,5,39,62,21,93,89,70,48,56,13,67,79,82,29,48,7,47,94,86,49,63,22,99,29,15,66,66,32,80,49,58,25,40,45,79,38,72,95,99,30,67,20,46,89,50,43,22,69,3
32,62,56,66,18,20,36,73,35,36,45,34,37,65,87,90,74,57,18,48,51,57,29,24,41,47,40,77,44,96,40,46,54,18,26,20,43,46,18,47,23,68,55,93,94,4,48,6,18,66,51,6,11,33,13,52,40,51,16,67,84,8,18,30,18,65,9,61,20,44,19,35,71,22,30,22,79,53,90,59,84,95,82,36,56,11,18,99,64,12,47,67,88,5,53,19,31,70,86,99
75,40,5,96,84,88,41,81,71,46,71,45,61,64,32,99,83,73,59,23,36,99,40,41,5,20,57,75,14,75,85,63,47,67,68,45,53,77,68,82,60,94,16,13,100,52,79,24,53,52,48,68,75,15,43,82,41,20,83,77,98,55,39,69,48,2,45,95,74,59,51,92,84,96,89,22,46,4,76,100,61,8,66,41,28,30,99,13,36,79,51,26,48,31,32,97,58,92,10,12
85,19,46,59,25,41,7,40,10,69,20,33,43,54,77,37,25,84,90,12,52,54,49,41,42,61,88,20,95,5,100,79,39,62,90,72,34,100,68,93,35,18,73,66,39,78,84,32,100,82,3,56,24,65,71,27,68,21,57,23,79,50,39,58,95,98,97,18,98,34,0,98,47,45,33,71,98,43,55,42,75,14,11,49,79,22,41,62,20,89,6,74,71,77,90,34,82,60,81,13
