52,71,40,77,71,14,27,77,74,95,52,53,78,96,74,58,33,99,74,84,18,81,65,73,69,35,31,71,6,2,26,28,93,36,32,12,20,5,38,75,70,63,77,96,79,53,35,25,42,82,60,64,68,20,79,53,79,28,86,34,51,32,39,19,28,100,13,81,2,12,25,23,35,12,73,60,75,6,8,9,42,45,80,24,59,24,45,13,39,62,48,73,21,94,36,10,82,29,64,69
20,17,80,78,14,43,4,69,5,11,59,18,61,40,100,35,36,26,7,4,15,65,45,33,45,25,25,64,83,32,88,53,92,97,51,46,60,16,61,58,24,9,72,84,48,95,80,77,73,63,92,52,70,58,40,41,61,86,16,49,58,55,53,95,53,63,39,38,27,30,3,48,81,53,23,34,63,32,64,82,9,71,31,38,82,33,33,10,35,46,33,31,71,34,27,75,49,76,70,92
35,16,68,77,71,13,92,26,100,20,78,31,78,15,68,90,68,27,78,79,24,70,74,23,59,82,51,18,96,20,50,100,4,68,37,58,100,41,30,68,54,43,24,39,35,70,55,23,53,78,56,47,73,0,45,9,66,94,98,67,99,28,31,74,91,78,96,5,28,10,76,23,67,45,26,74,98,22,58,16,70,64,93,70,6,28,44,21,20,46,45,68,95,52,60,80,14,76,21,31
55,63,67,35,49,46,51,70,3,42,53,78,76,82,70,41,29,79,77,91,30,32,45,53,11,32,18,81,3,24,81,69,72,25,79,100,77,69,38,2,48,22,92,42,61,5,33,71,23,2,14,2,37,70,36,38,26,68,17,40,38,79,37,63,45,51,3,65,22,88,82,80,97,15,96,5,46,22,13,56,42,70,96,71,30,62,50,75,25,76,57,13,20,76,62,30,35,18,65,49
70,31,32,26,49,98,42,30,31,24,28,98,46,2,47,75,80,69,18,65,31,4,62,23,47,91,34,41,23,34,59,79,15,56,32,46,32,78,90,24,98,78,52,70,61,2,26,74,34,21,8,78,65,82,85,21,69,25,43,69,49,21,20,39,73,17,98,27,21,60,70,40,24,96,16,20,83,80,66,50,38,5,5,69,71,76,51,12,39,78,57,99,15,24,63,60,35,50,85,49
81,72,33,91,70,94,95,32,17,12,90,96,6,44,33,76,100,22,52,8,58,78,89,78,94,34,49,68,49,80,72,44,5,27,15,65,67,9,58,47,68,23,14,72,32,94,7,81,97,40,54,35,87,90,73,77,66,43,29,70,73,22,95,28,53,87,64,7,82,16,62,38,96,73,32,38,26,86,73,32,51,25,53,79,74,5,5,63,10,49,89,40,68,14,100,24,95,86,74,74
77,65,59,20,49,97,66,3,64,42,4,67,32,62,58,89,34,56,23,3,37,81,51,58,63,63,88,12,32,31,90,62,34,80,91,91,99,42,8,57,32,11,36,72,68,6,35,15,93,29,38,27,41,86,45,87,26,46,72,62,81,35,67,15,78,35,72,87,86,27,97,47,57,92,59,53,20,8,79,91,99,62,70,85,21,72,96,8,52,38,93,75,39,71,39,22,16,73,39,45
55,78,99,75,95,2,39,53,54,90,71,77,57,87,97,27,23,52,51,36,25,89,65,57,44,75,13,68,15,12,23,23,16,88,54,84,96,6,20,72,35,63,68,61,36,9,16,31,90,40,63,89,41,71,57,34,77,60,76,99,68,30,58,75,26,60,90,100,59,12,37,31,90,45,95,60,78,13,47,25,63,40,82,12,41,91,76,78,34,28,24,17,31,30,78,19,38,73,99,36
61,24,37,72,57,16,82,15,32,2,78,45,74,25,69,86,39,50,20,99,72,31,15,86,27,18,85,83,37,45,83,37,63,52,20,58,92,68,9,52,2,14,20,69,75,25,20,79,58,69,91,88,82,56,15,23,69,18,93,21,13,25,90,53,66,53,41,65,9,29,83,55,56,16,17,28,96,83,32,42,83,68,13,52,45,90,76,41,76,19,3,28,7,53,17,51,37,16,44,32
5,75,22,81,44,22,28,67,93,81,76,86,47,42,2,69,4,81,75,80,84,69,17,31,60,30,40,23,76,99,34,79,23,55,20,53,21,49,62,92,26,65,50,73,52,23,70,22,70,47,10,22,87,84,71,64,14,28,54,80,28,2,41,99,8,38,48,28,30,28,36,76,49,34,26,5,47,75,45,35,78,42,94,58,76,2,34,65,61,46,46,4,65,21,30,22,82,98,86,15
95,35,71,24,71,83,30,85,58,20,17,22,78,52,63,22,16,50,2,9,6,73,90,55,11,28,95,33,60,80,82,91,57,65,94,70,82,47,22,72,9,71,76,41,77,11,55,49,79,32,41,43,57,23,70,55,79,4,83,39,95,26,25,24,71,46,47,98,9,70,55,38,6,55,68,18,48,84,49,61,67,40,29,54,58,55,69,28,84,26,54,75,59,15,42,11,59,42,58,14
53,56,42,59,55,98,34,84,84,66,98,41,16,42,64,89,65,85,55,4,81,0,46,31,65,8,21,2,17,47,84,57,9,29,79,47,65,4,70,87,29,3,82,27,79,25,83,73,46,82,54,46,36,56,75,24,67,40,38,60,31,66,52,48,43,50,60,2,62,48,33,25,22,80,61,61,68,12,49,58,72,43,39,53,41,19,67,50,3,78,23,27,23,80,26,22,69,10,16,79
100,23,40,82,22,16,71,83,5,25,37,6,87,20,88,82,69,66,39,16,30,86,34,56,63,78,69,81,91,94,79,12,77,59,49,3,72,60,88,39,23,50,90,56,5,53,29,85,26,28,90,45,58,16,55,65,50,42,9,56,71,53,23,43,62,45,87,47,55,68,17,39,80,97,95,79,98,62,51,54,24,56,86,30,43,22,35,44,11,97,56,87,65,47,54,19,34,100,7,68
